Timestamp,Open,High,Low,Close
2024-06-28 08:00:00,64435.0,65888.0,64229.4,65012.1
2024-06-28 09:00:00,65000.5,65888.0,64878.8,65062.8
2024-06-28 10:00:00,65075.6,65092.5,64945.2,65048.6
2024-06-28 11:00:00,65012.3,65315.5,64951.7,65206.1
2024-06-28 12:00:00,65240.8,65367.4,64800.8,64896.8
2024-06-28 13:00:00,64879.5,65427.3,64801.3,64897.6
2024-06-28 14:00:00,64907.1,65124.1,64342.0,64508.7
2024-06-28 15:00:00,64495.5,64845.7,64342.3,64685.8
2024-06-28 16:00:00,64684.8,65192.0,64215.5,64566.7
2024-06-28 17:00:00,64529.6,64729.6,64319.6,64447.5
2024-06-28 18:00:00,64412.5,64493.5,64296.5,64463.5
2024-06-28 19:00:00,64434.7,64434.7,63562.7,63601.9
2024-06-28 20:00:00,63585.0,63873.7,63555.0,63799.5
2024-06-28 21:00:00,63790.8,63943.7,63668.3,63922.5
2024-06-28 22:00:00,63908.8,63957.4,63832.8,63892.8
2024-06-28 23:00:00,63906.3,63976.7,63882.6,63949.3
2024-06-29 00:00:00,63947.6,64333.0,63915.9,64252.4
2024-06-29 01:00:00,64257.9,64488.5,64245.0,64392.8
2024-06-29 02:00:00,64376.4,64460.1,64065.5,64187.7
2024-06-29 03:00:00,64201.8,64292.1,64141.9,64231.7
2024-06-29 04:00:00,64242.5,64318.0,64164.0,64299.7
2024-06-29 05:00:00,64301.0,64307.2,64203.7,64247.7
2024-06-29 06:00:00,64247.1,64338.9,64194.2,64311.0
2024-06-29 07:00:00,64317.0,64667.0,64302.2,64595.4
2024-06-29 08:00:00,64583.6,64611.7,64473.5,64537.9
2024-06-29 09:00:00,64554.4,64572.4,64432.5,64520.2
2024-06-29 10:00:00,64526.1,64603.6,64405.1,64551.3
2024-06-29 11:00:00,64554.3,64808.3,64488.0,64657.8
2024-06-29 12:00:00,64665.9,64716.3,64569.9,64627.1
2024-06-29 13:00:00,64619.7,64761.2,64592.3,64684.4
2024-06-29 14:00:00,64667.1,64718.2,64475.0,64520.3
2024-06-29 15:00:00,64520.8,64627.4,64450.1,64627.4
2024-06-29 16:00:00,64609.7,64636.7,64349.7,64481.0
2024-06-29 17:00:00,64490.9,64534.4,64420.0,64520.9
