symbol,pair,contractType,deliveryDate,onboardDate,status,maintMarginPercent,requiredMarginPercent,baseAsset,quoteAsset,marginAsset,pricePrecision,quantityPrecision,baseAssetPrecision,quotePrecision,underlyingType,underlyingSubType,triggerProtect,liquidationFee,marketTakeBound,maxMoveOrderLimit,filters,orderTypes,timeInForce
IMXUSDT,IMXUSDT,PERPETUAL,4133404800000,1644476400000,TRADING,2.5000,5.0000,IMX,USDT,USDT,4,0,8,8,COIN,['Layer-2'],0.1500,0.015000,0.15,10000,"[{'maxPrice': '100000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.0001', 'minPrice': '0.0010'}, {'filterType': 'LOT_SIZE', 'stepSize': '1', 'minQty': '1', 'maxQty': '1000000'}, {'stepSize': '1', 'maxQty': '40000', 'minQty': '1', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.1500', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.8500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
API3USDT,API3USDT,PERPETUAL,4133404800000,1645426800000,TRADING,2.5000,5.0000,API3,USDT,USDT,4,1,8,8,COIN,['Infrastructure'],0.2000,0.015000,0.20,10000,"[{'tickSize': '0.0001', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0010', 'maxPrice': '10000'}, {'minQty': '0.1', 'filterType': 'LOT_SIZE', 'stepSize': '0.1', 'maxQty': '1000000'}, {'stepSize': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '50000', 'minQty': '0.1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierUp': '1.2000', 'multiplierDown': '0.8000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
GMTUSDT,GMTUSDT,PERPETUAL,4133404800000,1647241200000,TRADING,2.5000,5.0000,GMT,USDT,USDT,5,0,8,8,COIN,['NFT'],0.1000,0.010000,0.10,10000,"[{'tickSize': '0.00001', 'maxPrice': '10000', 'minPrice': '0.00010', 'filterType': 'PRICE_FILTER'}, {'filterType': 'LOT_SIZE', 'minQty': '1', 'maxQty': '10000000', 'stepSize': '1'}, {'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1', 'maxQty': '900000', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierDown': '0.9000', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
APEUSDT,APEUSDT,PERPETUAL,4133404800000,1647500400000,TRADING,2.5000,5.0000,APE,USDT,USDT,4,0,8,8,COIN,['NFT'],0.1000,0.015000,0.10,10000,"[{'maxPrice': '100000', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0010', 'tickSize': '0.0001'}, {'minQty': '1', 'maxQty': '1000000', 'stepSize': '1', 'filterType': 'LOT_SIZE'}, {'minQty': '1', 'maxQty': '100000', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.1000', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
WOOUSDT,WOOUSDT,PERPETUAL,4133404800000,1649314800000,TRADING,2.5000,5.0000,WOO,USDT,USDT,5,0,8,8,COIN,['DeFi'],0.1000,0.010000,0.10,10000,"[{'tickSize': '0.00001', 'filterType': 'PRICE_FILTER', 'minPrice': '0.00010', 'maxPrice': '10000'}, {'stepSize': '1', 'minQty': '1', 'filterType': 'LOT_SIZE', 'maxQty': '10000000'}, {'stepSize': '1', 'maxQty': '500000', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000', 'multiplierUp': '1.1000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
FTTUSDT,FTTUSDT,PERPETUAL,1668398400000,1649919600000,SETTLING,2.5000,5.0000,FTT,USDT,USDT,4,1,8,8,COIN,['CEX'],0.0500,0.025000,0.05,10000,"[{'filterType': 'PRICE_FILTER', 'tickSize': '0.0001', 'minPrice': '0.0010', 'maxPrice': '100000'}, {'minQty': '0.1', 'maxQty': '1000000', 'filterType': 'LOT_SIZE', 'stepSize': '0.1'}, {'minQty': '0.1', 'maxQty': '1000', 'stepSize': '0.1', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
JASMYUSDT,JASMYUSDT,PERPETUAL,4133404800000,1650351600000,TRADING,2.5000,5.0000,JASMY,USDT,USDT,6,0,8,8,COIN,['Infrastructure'],0.1000,0.015000,0.10,10000,"[{'maxPrice': '100', 'filterType': 'PRICE_FILTER', 'minPrice': '0.000010', 'tickSize': '0.000001'}, {'maxQty': '50000000', 'stepSize': '1', 'filterType': 'LOT_SIZE', 'minQty': '1'}, {'minQty': '1', 'maxQty': '5000000', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
DARUSDT,DARUSDT,PERPETUAL,1735203600000,1651129200000,SETTLING,2.5000,5.0000,DAR,USDT,USDT,4,1,8,8,COIN,['NFT'],0.1000,0.020000,0.10,10000,"[{'filterType': 'PRICE_FILTER', 'tickSize': '0.0001', 'maxPrice': '100000', 'minPrice': '0.0010'}, {'filterType': 'LOT_SIZE', 'minQty': '0.1', 'maxQty': '5000000', 'stepSize': '0.1'}, {'stepSize': '0.1', 'minQty': '0.1', 'maxQty': '620000', 'filterType': 'MARKET_LOT_SIZE'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
OPUSDT,OPUSDT,PERPETUAL,4133404800000,1654066800000,TRADING,2.5000,5.0000,OP,USDT,USDT,7,1,8,8,COIN,['Layer-2'],0.1000,0.015000,0.10,10000,"[{'minPrice': '0.0001000', 'filterType': 'PRICE_FILTER', 'maxPrice': '200', 'tickSize': '0.0001000'}, {'filterType': 'LOT_SIZE', 'minQty': '0.1', 'maxQty': '10000000', 'stepSize': '0.1'}, {'stepSize': '0.1', 'maxQty': '100000', 'minQty': '0.1', 'filterType': 'MARKET_LOT_SIZE'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierUp': '1.1000', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
INJUSDT,INJUSDT,PERPETUAL,4133404800000,1660633200000,TRADING,2.5000,5.0000,INJ,USDT,USDT,6,1,8,8,COIN,['DeFi'],0.1000,0.015000,0.10,10000,"[{'tickSize': '0.001000', 'maxPrice': '2000', 'filterType': 'PRICE_FILTER', 'minPrice': '0.001000'}, {'minQty': '0.1', 'maxQty': '1000000', 'filterType': 'LOT_SIZE', 'stepSize': '0.1'}, {'maxQty': '25000', 'stepSize': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDown': '0.9000', 'multiplierUp': '1.1000', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
STGUSDT,STGUSDT,PERPETUAL,4133404800000,1661324400000,TRADING,2.5000,5.0000,STG,USDT,USDT,7,0,8,8,COIN,[],0.1500,0.015000,0.15,10000,"[{'tickSize': '0.0001000', 'maxPrice': '200', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0001000'}, {'filterType': 'LOT_SIZE', 'minQty': '1', 'maxQty': '10000000', 'stepSize': '1'}, {'maxQty': '190000', 'stepSize': '1', 'minQty': '1', 'filterType': 'MARKET_LOT_SIZE'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
SPELLUSDT,SPELLUSDT,PERPETUAL,4133404800000,1662361200000,TRADING,2.5000,5.0000,SPELL,USDT,USDT,7,0,8,8,COIN,['DeFi'],0.1000,0.010000,0.10,10000,"[{'filterType': 'PRICE_FILTER', 'tickSize': '0.0000001', 'maxPrice': '100', 'minPrice': '0.0000010'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'minQty': '1', 'maxQty': '500000000'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'maxQty': '33840000', 'stepSize': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000', 'multiplierDecimal': '4', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
1000LUNCUSDT,1000LUNCUSDT,PERPETUAL,4133404800000,1662620400000,TRADING,2.5000,5.0000,1000LUNC,USDT,USDT,7,0,8,8,COIN,['Layer-1'],0.1000,0.015000,0.10,10000,"[{'minPrice': '0.0001000', 'tickSize': '0.0000100', 'maxPrice': '200', 'filterType': 'PRICE_FILTER'}, {'filterType': 'LOT_SIZE', 'stepSize': '1', 'minQty': '1', 'maxQty': '10000000'}, {'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1', 'maxQty': '2000000', 'minQty': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.1000', 'multiplierDown': '0.9000', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
LUNA2USDT,LUNA2USDT,PERPETUAL,4133404800000,1662706800000,TRADING,2.5000,5.0000,LUNA2,USDT,USDT,7,0,8,8,COIN,['Layer-1'],0.1000,0.020000,0.10,10000,"[{'minPrice': '0.0001000', 'filterType': 'PRICE_FILTER', 'maxPrice': '200', 'tickSize': '0.0001000'}, {'maxQty': '1000000', 'filterType': 'LOT_SIZE', 'stepSize': '1', 'minQty': '1'}, {'maxQty': '300000', 'minQty': '1', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
LDOUSDT,LDOUSDT,PERPETUAL,4133404800000,1663743600000,TRADING,2.5000,5.0000,LDO,USDT,USDT,6,0,8,8,COIN,['Layer-2'],0.1000,0.020000,0.10,10000,"[{'maxPrice': '2000', 'minPrice': '0.001000', 'tickSize': '0.000100', 'filterType': 'PRICE_FILTER'}, {'maxQty': '100000', 'filterType': 'LOT_SIZE', 'minQty': '1', 'stepSize': '1'}, {'minQty': '1', 'stepSize': '1', 'maxQty': '30000', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1000', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
CVXUSDT,CVXUSDT,PERPETUAL,1715677200000,1663743600000,SETTLING,2.5000,5.0000,CVX,USDT,USDT,6,0,8,8,COIN,['DeFi'],0.1500,0.020000,0.15,10000,"[{'maxPrice': '2000', 'minPrice': '0.001000', 'tickSize': '0.001000', 'filterType': 'PRICE_FILTER'}, {'stepSize': '1', 'minQty': '1', 'filterType': 'LOT_SIZE', 'maxQty': '100000'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'maxQty': '18000', 'stepSize': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierDown': '0.8500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
ICPUSDT,ICPUSDT,PERPETUAL,4133404800000,1627628400000,TRADING,2.5000,5.0000,ICP,USDT,USDT,6,0,8,8,COIN,['Layer-1'],0.1000,0.015000,0.10,10000,"[{'minPrice': '0.001000', 'tickSize': '0.001000', 'maxPrice': '2000', 'filterType': 'PRICE_FILTER'}, {'stepSize': '1', 'filterType': 'LOT_SIZE', 'minQty': '1', 'maxQty': '100000'}, {'filterType': 'MARKET_LOT_SIZE', 'maxQty': '10000', 'stepSize': '1', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1000', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
APTUSDT,APTUSDT,PERPETUAL,4133404800000,1666076400000,TRADING,2.5000,5.0000,APT,USDT,USDT,5,1,8,8,COIN,['Layer-1'],0.1000,0.015000,0.10,10000,"[{'minPrice': '0.00100', 'filterType': 'PRICE_FILTER', 'maxPrice': '20000', 'tickSize': '0.00010'}, {'minQty': '0.1', 'maxQty': '1000000', 'filterType': 'LOT_SIZE', 'stepSize': '0.1'}, {'maxQty': '20000', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.1', 'minQty': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000', 'multiplierUp': '1.1000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
QNTUSDT,QNTUSDT,PERPETUAL,4133404800000,1666076400000,TRADING,2.5000,5.0000,QNT,USDT,USDT,6,1,8,8,COIN,['Infrastructure'],0.1000,0.015000,0.10,10000,"[{'maxPrice': '2000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.010000', 'minPrice': '0.010000'}, {'maxQty': '1000000', 'filterType': 'LOT_SIZE', 'minQty': '0.1', 'stepSize': '0.1'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.1', 'stepSize': '0.1', 'maxQty': '1000'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDecimal': '4', 'multiplierDown': '0.9000', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1000'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
FETUSDT,FETUSDT,PERPETUAL,4133408400000,1673766000000,TRADING,2.5000,5.0000,FET,USDT,USDT,7,0,8,8,COIN,['AI'],0.1000,0.020000,0.10,10000,"[{'minPrice': '0.0001000', 'maxPrice': '200', 'tickSize': '0.0001000', 'filterType': 'PRICE_FILTER'}, {'filterType': 'LOT_SIZE', 'minQty': '1', 'stepSize': '1', 'maxQty': '10000000'}, {'stepSize': '1', 'maxQty': '250000', 'minQty': '1', 'filterType': 'MARKET_LOT_SIZE'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9000', 'multiplierUp': '1.1000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
FXSUSDT,FXSUSDT,PERPETUAL,4133404800000,1674111600000,TRADING,2.5000,5.0000,FXS,USDT,USDT,6,1,8,8,COIN,['DeFi'],0.1500,0.017500,0.15,10000,"[{'filterType': 'PRICE_FILTER', 'maxPrice': '2000', 'tickSize': '0.000100', 'minPrice': '0.001000'}, {'minQty': '0.1', 'stepSize': '0.1', 'filterType': 'LOT_SIZE', 'maxQty': '1000000'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.1', 'stepSize': '0.1', 'maxQty': '30000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierUp': '1.1500', 'multiplierDown': '0.8500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
HOOKUSDT,HOOKUSDT,PERPETUAL,4133404800000,1674111600000,TRADING,2.5000,5.0000,HOOK,USDT,USDT,6,1,8,8,COIN,['Infrastructure'],0.1500,0.015000,0.15,10000,"[{'maxPrice': '2000', 'filterType': 'PRICE_FILTER', 'minPrice': '0.001000', 'tickSize': '0.000100'}, {'stepSize': '0.1', 'filterType': 'LOT_SIZE', 'maxQty': '1000000', 'minQty': '0.1'}, {'maxQty': '95000', 'minQty': '0.1', 'stepSize': '0.1', 'filterType': 'MARKET_LOT_SIZE'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
MAGICUSDT,MAGICUSDT,PERPETUAL,4133404800000,1674457200000,TRADING,2.5000,5.0000,MAGIC,USDT,USDT,6,1,8,8,COIN,['Metaverse'],0.1500,0.015000,0.15,10000,"[{'minPrice': '0.000100', 'filterType': 'PRICE_FILTER', 'maxPrice': '2000', 'tickSize': '0.000100'}, {'minQty': '0.1', 'maxQty': '1000000', 'filterType': 'LOT_SIZE', 'stepSize': '0.1'}, {'maxQty': '300000', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.1', 'stepSize': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.8500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
TUSDT,TUSDT,PERPETUAL,4133404800000,1675148400000,TRADING,2.5000,5.0000,T,USDT,USDT,7,0,8,8,COIN,['Bitcoin Eco'],0.1500,0.015000,0.15,10000,"[{'maxPrice': '200', 'tickSize': '0.0000100', 'minPrice': '0.0000100', 'filterType': 'PRICE_FILTER'}, {'filterType': 'LOT_SIZE', 'minQty': '1', 'maxQty': '10000000', 'stepSize': '1'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'maxQty': '1000000'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
HIGHUSDT,HIGHUSDT,PERPETUAL,4133404800000,1675407600000,TRADING,2.5000,5.0000,HIGH,USDT,USDT,6,1,8,8,COIN,['Metaverse'],0.1500,0.017500,0.15,10000,"[{'minPrice': '0.001000', 'maxPrice': '2000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.000100'}, {'stepSize': '0.1', 'filterType': 'LOT_SIZE', 'maxQty': '1000000', 'minQty': '0.1'}, {'stepSize': '0.1', 'minQty': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '54000'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.8500', 'multiplierDecimal': '4', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
