symbol,pair,contractType,deliveryDate,onboardDate,status,maintMarginPercent,requiredMarginPercent,baseAsset,quoteAsset,marginAsset,pricePrecision,quantityPrecision,baseAssetPrecision,quotePrecision,underlyingType,underlyingSubType,triggerProtect,liquidationFee,marketTakeBound,maxMoveOrderLimit,filters,orderTypes,timeInForce
PYTHUSDT,PYTHUSDT,PERPETUAL,4133404800000,1700663400000,TRADING,2.5000,5.0000,PYTH,USDT,USDT,7,0,8,8,COIN,['Oracle'],0.1500,0.015000,0.15,10000,"[{'minPrice': '0.0001000', 'tickSize': '0.0000100', 'maxPrice': '200', 'filterType': 'PRICE_FILTER'}, {'minQty': '1', 'filterType': 'LOT_SIZE', 'maxQty': '400000', 'stepSize': '1'}, {'minQty': '1', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1', 'maxQty': '300000'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDown': '0.8500', 'multiplierDecimal': '4', 'multiplierUp': '1.1500', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
SUPERUSDT,SUPERUSDT,PERPETUAL,4133404800000,1701003600000,TRADING,2.5000,5.0000,SUPER,USDT,USDT,7,0,8,8,COIN,['NFT'],0.1500,0.015000,0.15,10000,"[{'tickSize': '0.0001000', 'maxPrice': '200', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0001000'}, {'filterType': 'LOT_SIZE', 'stepSize': '1', 'maxQty': '250000', 'minQty': '1'}, {'maxQty': '80000', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'stepSize': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
USTCUSDT,USTCUSDT,PERPETUAL,4133404800000,1701088200000,TRADING,2.5000,5.0000,USTC,USDT,USDT,7,0,8,8,COIN,['DeFi'],0.1500,0.015000,0.15,10000,"[{'minPrice': '0.0000100', 'filterType': 'PRICE_FILTER', 'tickSize': '0.0000010', 'maxPrice': '200'}, {'stepSize': '1', 'minQty': '1', 'maxQty': '10000000', 'filterType': 'LOT_SIZE'}, {'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '5000000', 'minQty': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.8500', 'multiplierDecimal': '4', 'multiplierUp': '1.1500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
ONGUSDT,ONGUSDT,PERPETUAL,4133404800000,1701090000000,TRADING,2.5000,5.0000,ONG,USDT,USDT,7,0,8,8,COIN,['Layer-1'],0.1500,0.015000,0.15,10000,"[{'maxPrice': '200', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0001000', 'tickSize': '0.0000100'}, {'minQty': '1', 'maxQty': '1000000', 'filterType': 'LOT_SIZE', 'stepSize': '1'}, {'minQty': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '130000', 'stepSize': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1500', 'multiplierDecimal': '4', 'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
ETHWUSDT,ETHWUSDT,PERPETUAL,4133404800000,1701174600000,TRADING,2.5000,5.0000,ETHW,USDT,USDT,6,0,8,8,COIN,['PoW'],0.1500,0.015000,0.15,10000,"[{'maxPrice': '2000', 'filterType': 'PRICE_FILTER', 'tickSize': '0.000100', 'minPrice': '0.001000'}, {'filterType': 'LOT_SIZE', 'maxQty': '50000', 'stepSize': '1', 'minQty': '1'}, {'minQty': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '23000', 'stepSize': '1'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDecimal': '4', 'multiplierDown': '0.8500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
JTOUSDT,JTOUSDT,PERPETUAL,4133404800000,1702029600000,TRADING,2.5000,5.0000,JTO,USDT,USDT,6,0,8,8,COIN,['DeFi'],0.1500,0.015000,0.15,10000,"[{'minPrice': '0.000100', 'filterType': 'PRICE_FILTER', 'tickSize': '0.000100', 'maxPrice': '200'}, {'stepSize': '1', 'maxQty': '1000000', 'filterType': 'LOT_SIZE', 'minQty': '1'}, {'maxQty': '20000', 'stepSize': '1', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierUp': '1.1500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
1000SATSUSDT,1000SATSUSDT,PERPETUAL,4133404800000,1702389600000,TRADING,2.5000,5.0000,1000SATS,USDT,USDT,7,0,8,8,COIN,['Meme'],0.1500,0.015000,0.15,10000,"[{'maxPrice': '200', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0000010', 'tickSize': '0.0000001'}, {'minQty': '1', 'stepSize': '1', 'filterType': 'LOT_SIZE', 'maxQty': '1000000000'}, {'minQty': '1', 'stepSize': '1', 'maxQty': '400000000', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.8500', 'multiplierDecimal': '4', 'multiplierUp': '1.1500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
AUCTIONUSDT,AUCTIONUSDT,PERPETUAL,4133404800000,1702645200000,TRADING,2.5000,5.0000,AUCTION,USDT,USDT,6,2,8,8,COIN,['DeFi'],0.2000,0.015000,0.20,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '0.010000', 'maxPrice': '2000', 'tickSize': '0.001000'}, {'stepSize': '0.01', 'minQty': '0.01', 'maxQty': '100000', 'filterType': 'LOT_SIZE'}, {'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.01', 'minQty': '0.01', 'maxQty': '5000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.8000', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.2000', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
1000RATSUSDT,1000RATSUSDT,PERPETUAL,4133404800000,1702648800000,TRADING,2.5000,5.0000,1000RATS,USDT,USDT,7,0,8,8,COIN,['Meme'],0.1500,0.015000,0.15,10000,"[{'filterType': 'PRICE_FILTER', 'tickSize': '0.0000100', 'maxPrice': '200', 'minPrice': '0.0000100'}, {'stepSize': '1', 'minQty': '1', 'maxQty': '1000000', 'filterType': 'LOT_SIZE'}, {'stepSize': '1', 'minQty': '1', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '3000000'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
ACEUSDT,ACEUSDT,PERPETUAL,4133404800000,1702893600000,TRADING,2.5000,5.0000,ACE,USDT,USDT,6,2,8,8,COIN,['Metaverse'],0.1500,0.015000,0.15,10000,"[{'minPrice': '0.000100', 'filterType': 'PRICE_FILTER', 'maxPrice': '2000', 'tickSize': '0.000100'}, {'filterType': 'LOT_SIZE', 'maxQty': '100000', 'minQty': '0.01', 'stepSize': '0.01'}, {'stepSize': '0.01', 'minQty': '0.01', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '15000'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierUp': '1.1500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
MOVRUSDT,MOVRUSDT,PERPETUAL,4133404800000,1703593800000,TRADING,2.5000,5.0000,MOVR,USDT,USDT,6,2,8,8,COIN,['Layer-1'],0.1500,0.015000,0.15,10000,"[{'maxPrice': '5000', 'filterType': 'PRICE_FILTER', 'minPrice': '0.001000', 'tickSize': '0.001000'}, {'maxQty': '100000', 'stepSize': '0.01', 'filterType': 'LOT_SIZE', 'minQty': '0.01'}, {'minQty': '0.01', 'maxQty': '9000', 'stepSize': '0.01', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
NFPUSDT,NFPUSDT,PERPETUAL,4133404800000,1703680200000,TRADING,2.5000,5.0000,NFP,USDT,USDT,7,1,8,8,COIN,['AI'],0.1500,0.015000,0.15,10000,"[{'maxPrice': '1000', 'filterType': 'PRICE_FILTER', 'minPrice': '0.0001000', 'tickSize': '0.0001000'}, {'minQty': '0.1', 'stepSize': '0.1', 'filterType': 'LOT_SIZE', 'maxQty': '1000000'}, {'minQty': '0.1', 'stepSize': '0.1', 'maxQty': '150000', 'filterType': 'MARKET_LOT_SIZE'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierDown': '0.8500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
BTCUSDC,BTCUSDC,PERPETUAL,4133404800000,1704285000000,TRADING,2.5000,5.0000,BTC,USDC,USDC,1,3,8,8,COIN,['USDC'],0.0500,0.012500,0.05,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '0.1', 'tickSize': '0.1', 'maxPrice': '500000'}, {'filterType': 'LOT_SIZE', 'maxQty': '800', 'minQty': '0.001', 'stepSize': '0.001'}, {'maxQty': '25', 'stepSize': '0.001', 'minQty': '0.001', 'filterType': 'MARKET_LOT_SIZE'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '100', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.0500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierDown': '0.9500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
ETHUSDC,ETHUSDC,PERPETUAL,4133404800000,1704285300000,TRADING,2.5000,5.0000,ETH,USDC,USDC,2,3,8,8,COIN,['USDC'],0.0500,0.012500,0.05,10000,"[{'minPrice': '0.01', 'maxPrice': '100000', 'tickSize': '0.01', 'filterType': 'PRICE_FILTER'}, {'maxQty': '8000', 'filterType': 'LOT_SIZE', 'minQty': '0.001', 'stepSize': '0.001'}, {'maxQty': '400', 'stepSize': '0.001', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.001'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '20'}, {'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9500', 'multiplierUp': '1.0500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
BNBUSDC,BNBUSDC,PERPETUAL,4133404800000,1704285600000,TRADING,2.5000,5.0000,BNB,USDC,USDC,3,2,8,8,COIN,['USDC'],0.0500,0.015000,0.05,10000,"[{'minPrice': '0.010', 'tickSize': '0.010', 'filterType': 'PRICE_FILTER', 'maxPrice': '100000'}, {'maxQty': '80000', 'minQty': '0.01', 'filterType': 'LOT_SIZE', 'stepSize': '0.01'}, {'stepSize': '0.01', 'minQty': '0.01', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '400'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierDown': '0.9500', 'multiplierDecimal': '4', 'multiplierUp': '1.0500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
SOLUSDC,SOLUSDC,PERPETUAL,4133404800000,1704285900000,TRADING,2.5000,5.0000,SOL,USDC,USDC,4,2,8,8,COIN,['USDC'],0.0500,0.015000,0.05,10000,"[{'minPrice': '0.1000', 'filterType': 'PRICE_FILTER', 'maxPrice': '100000', 'tickSize': '0.0100'}, {'minQty': '0.01', 'maxQty': '800000', 'stepSize': '0.01', 'filterType': 'LOT_SIZE'}, {'minQty': '0.01', 'filterType': 'MARKET_LOT_SIZE', 'maxQty': '1000', 'stepSize': '0.01'}, {'limit': 200, 'filterType': 'MAX_NUM_ORDERS'}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierDecimal': '4', 'multiplierDown': '0.9500', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.0500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
XRPUSDC,XRPUSDC,PERPETUAL,4133404800000,1704286200000,TRADING,2.5000,5.0000,XRP,USDC,USDC,4,1,8,8,COIN,['USDC'],0.0500,0.012500,0.05,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '0.0001', 'maxPrice': '100000', 'tickSize': '0.0001'}, {'minQty': '0.1', 'filterType': 'LOT_SIZE', 'stepSize': '0.1', 'maxQty': '8000000'}, {'maxQty': '400000', 'minQty': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.0500', 'multiplierDecimal': '4', 'multiplierDown': '0.9500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
AIUSDT,AIUSDT,PERPETUAL,4133404800000,1704717000000,TRADING,2.5000,5.0000,AI,USDT,USDT,6,0,8,8,COIN,[],0.1500,0.015000,0.15,10000,"[{'filterType': 'PRICE_FILTER', 'tickSize': '0.000010', 'minPrice': '0.000010', 'maxPrice': '200'}, {'filterType': 'LOT_SIZE', 'maxQty': '1000000', 'minQty': '1', 'stepSize': '1'}, {'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1', 'maxQty': '70000', 'minQty': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
XAIUSDT,XAIUSDT,PERPETUAL,4133404800000,1704808800000,TRADING,2.5000,5.0000,XAI,USDT,USDT,7,0,8,8,COIN,[],0.1500,0.015000,0.15,10000,"[{'minPrice': '0.0001000', 'tickSize': '0.0000100', 'maxPrice': '200', 'filterType': 'PRICE_FILTER'}, {'minQty': '1', 'filterType': 'LOT_SIZE', 'stepSize': '1', 'maxQty': '1000000'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'stepSize': '1', 'maxQty': '600000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDecimal': '4', 'multiplierDown': '0.8500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
DOGEUSDC,DOGEUSDC,PERPETUAL,4133404800000,1705572000000,TRADING,2.5000,5.0000,DOGE,USDC,USDC,6,0,8,8,COIN,['USDC'],0.1000,0.010000,0.10,10000,"[{'maxPrice': '200', 'filterType': 'PRICE_FILTER', 'tickSize': '0.000010', 'minPrice': '0.000010'}, {'maxQty': '50000000', 'filterType': 'LOT_SIZE', 'stepSize': '1', 'minQty': '1'}, {'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1', 'maxQty': '400000', 'minQty': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDecimal': '4', 'multiplierDown': '0.9000', 'multiplierUp': '1.1000', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
WIFUSDT,WIFUSDT,PERPETUAL,4133404800000,1705587300000,TRADING,2.5000,5.0000,WIF,USDT,USDT,7,1,8,8,COIN,['Meme'],0.1500,0.015000,0.15,10000,"[{'filterType': 'PRICE_FILTER', 'maxPrice': '1000', 'minPrice': '0.0001000', 'tickSize': '0.0001000'}, {'maxQty': '1000000', 'minQty': '0.1', 'filterType': 'LOT_SIZE', 'stepSize': '0.1'}, {'filterType': 'MARKET_LOT_SIZE', 'stepSize': '0.1', 'minQty': '0.1', 'maxQty': '200000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE', 'multiplierUp': '1.1500', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
MANTAUSDT,MANTAUSDT,PERPETUAL,4133404800000,1705586400000,TRADING,2.5000,5.0000,MANTA,USDT,USDT,7,1,8,8,COIN,['Layer-2'],0.1500,0.015000,0.15,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '0.0001000', 'maxPrice': '1000', 'tickSize': '0.0001000'}, {'filterType': 'LOT_SIZE', 'maxQty': '1000000', 'minQty': '0.1', 'stepSize': '0.1'}, {'filterType': 'MARKET_LOT_SIZE', 'maxQty': '150000', 'stepSize': '0.1', 'minQty': '0.1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'limit': 10, 'filterType': 'MAX_NUM_ALGO_ORDERS'}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
ONDOUSDT,ONDOUSDT,PERPETUAL,4133404800000,1705755600000,TRADING,2.5000,5.0000,ONDO,USDT,USDT,7,1,8,8,COIN,['Layer-1'],0.1500,0.015000,0.15,10000,"[{'tickSize': '0.0001000', 'minPrice': '0.0001000', 'filterType': 'PRICE_FILTER', 'maxPrice': '200'}, {'maxQty': '5000000', 'filterType': 'LOT_SIZE', 'minQty': '0.1', 'stepSize': '0.1'}, {'stepSize': '0.1', 'filterType': 'MARKET_LOT_SIZE', 'minQty': '0.1', 'maxQty': '250000'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'notional': '5', 'filterType': 'MIN_NOTIONAL'}, {'multiplierUp': '1.1500', 'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
LSKUSDT,LSKUSDT,PERPETUAL,4133404800000,1706192100000,TRADING,2.5000,5.0000,LSK,USDT,USDT,6,0,8,8,COIN,['Layer-1'],0.1500,0.015000,0.15,10000,"[{'minPrice': '0.001000', 'filterType': 'PRICE_FILTER', 'maxPrice': '2000', 'tickSize': '0.000100'}, {'maxQty': '1000000', 'filterType': 'LOT_SIZE', 'stepSize': '1', 'minQty': '1'}, {'filterType': 'MARKET_LOT_SIZE', 'minQty': '1', 'maxQty': '20000', 'stepSize': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1500', 'multiplierDecimal': '4', 'multiplierDown': '0.8500', 'filterType': 'PERCENT_PRICE'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
ALTUSDT,ALTUSDT,PERPETUAL,4133404800000,1706191200000,TRADING,2.5000,5.0000,ALT,USDT,USDT,7,0,8,8,COIN,['Layer-1'],0.1500,0.015000,0.15,10000,"[{'filterType': 'PRICE_FILTER', 'minPrice': '0.0000100', 'tickSize': '0.0000100', 'maxPrice': '200'}, {'stepSize': '1', 'minQty': '1', 'filterType': 'LOT_SIZE', 'maxQty': '10000000'}, {'maxQty': '1000000', 'minQty': '1', 'filterType': 'MARKET_LOT_SIZE', 'stepSize': '1'}, {'filterType': 'MAX_NUM_ORDERS', 'limit': 200}, {'filterType': 'MAX_NUM_ALGO_ORDERS', 'limit': 10}, {'filterType': 'MIN_NOTIONAL', 'notional': '5'}, {'multiplierUp': '1.1500', 'filterType': 'PERCENT_PRICE', 'multiplierDecimal': '4', 'multiplierDown': '0.8500'}]","['LIMIT', 'MARKET', 'STOP', 'STOP_MARKET', 'TAKE_PROFIT', 'TAKE_PROFIT_MARKET', 'TRAILING_STOP_MARKET']","['GTC', 'IOC', 'FOK', 'GTX', 'GTD']"
