Timestamp,Open,High,Low,Close
2023-06-01,1872.85,1889.61,1837.94,1860.59
2023-06-02,1860.59,1911.00,1846.00,1905.58
2023-06-03,1905.59,1907.09,1878.50,1890.91
2023-06-04,1890.90,1914.53,1883.19,1888.54
2023-06-05,1888.54,1890.01,1775.00,1810.03
2023-06-06,1810.03,1898.00,1796.00,1883.26
2023-06-07,1883.26,1897.20,1820.00,1831.31
2023-06-08,1831.32,1861.41,1827.42,1844.94
2023-06-09,1844.93,1854.77,1825.00,1839.61
2023-06-10,1839.61,1844.80,1712.08,1750.64
2023-06-11,1750.65,1778.36,1737.29,1751.8
2023-06-12,1751.80,1759.32,1717.50,1741.61
2023-06-13,1741.60,1766.53,1722.53,1739.24
2023-06-14,1739.24,1749.65,1625.50,1650.18
2023-06-15,1650.19,1680.00,1625.56,1665.64
2023-06-16,1665.64,1730.00,1644.65,1717.31
2023-06-17,1717.31,1775.00,1713.38,1727.2
2023-06-18,1727.19,1747.50,1710.77,1719.99
2023-06-19,1719.99,1753.00,1689.29,1736.21
2023-06-20,1736.20,1796.84,1713.57,1791.37
2023-06-21,1791.37,1901.60,1786.56,1888.31
2023-06-22,1888.30,1933.70,1862.00,1871.36
2023-06-23,1871.37,1938.48,1859.96,1892.2
2023-06-24,1892.20,1905.60,1863.00,1874.48
2023-06-25,1874.47,1929.96,1867.84,1898.27
2023-06-26,1898.26,1909.32,1836.00,1858.14
2023-06-27,1858.14,1912.65,1854.14,1889.05
2023-06-28,1889.05,1889.65,1811.89,1827.26
2023-06-29,1827.26,1879.98,1827.02,1851.19
2023-06-30,1851.18,1947.31,1820.00,1933.41
2023-07-01,1933.42,1944.69,1908.55,1924.08
2023-07-02,1924.08,1964.00,1883.55,1937.69
2023-07-03,1937.69,1978.00,1933.04,1955.0
2023-07-04,1955.00,1967.91,1930.37,1935.72
2023-07-05,1935.72,1942.22,1892.90,1909.88
2023-07-06,1909.88,1957.94,1844.47,1844.82
2023-07-07,1844.81,1877.51,1823.74,1870.0
2023-07-08,1870.00,1873.10,1841.28,1864.45
2023-07-09,1864.45,1878.98,1855.20,1861.81
2023-07-10,1861.81,1904.96,1845.09,1879.34
2023-07-11,1879.35,1892.32,1861.10,1877.66
2023-07-12,1877.66,1901.86,1863.15,1870.81
2023-07-13,1870.82,2014.80,1861.59,2004.78
2023-07-14,2004.77,2031.28,1896.80,1936.74
2023-07-15,1936.74,1945.89,1925.54,1930.4
2023-07-16,1930.40,1942.78,1912.09,1920.97
2023-07-17,1920.97,1935.45,1872.00,1910.37
2023-07-18,1910.37,1916.62,1875.00,1896.46
2023-07-19,1896.47,1925.00,1881.00,1887.55
2023-07-20,1887.55,1928.81,1875.60,1890.56
2023-07-21,1890.56,1905.97,1883.42,1890.84
2023-07-22,1890.84,1896.85,1835.39,1865.6
2023-07-23,1865.60,1904.57,1856.68,1887.86
2023-07-24,1887.85,1890.20,1829.00,1849.04
2023-07-25,1849.04,1868.54,1844.50,1856.91
2023-07-26,1856.91,1887.79,1846.90,1870.98
2023-07-27,1870.97,1885.57,1854.00,1860.28
2023-07-28,1860.29,1883.76,1855.57,1873.39
2023-07-29,1873.38,1886.19,1868.56,1879.85
2023-07-30,1879.86,1885.00,1845.56,1860.76
2023-07-31,1860.77,1876.73,1850.08,1855.39
2023-08-01,1855.40,1875.87,1808.47,1873.05
2023-08-02,1873.06,1879.27,1820.00,1839.07
2023-08-03,1839.07,1858.90,1825.00,1834.69
2023-08-04,1834.69,1851.00,1808.77,1829.4
2023-08-05,1829.40,1838.62,1826.70,1835.5
2023-08-06,1835.50,1838.60,1825.00,1829.38
2023-08-07,1829.39,1846.86,1800.00,1828.18
2023-08-08,1828.18,1878.00,1825.35,1855.36
2023-08-09,1855.36,1871.28,1845.18,1854.7
2023-08-10,1854.69,1865.38,1844.81,1851.42
2023-08-11,1851.43,1857.99,1834.52,1848.04
2023-08-12,1848.04,1853.02,1845.35,1849.14
2023-08-13,1849.14,1861.93,1833.40,1840.09
2023-08-14,1840.09,1855.86,1834.28,1844.81
2023-08-15,1844.80,1846.75,1810.92,1828.28
2023-08-16,1828.27,1830.87,1791.11,1807.19
2023-08-17,1807.19,1809.66,1492.66,1681.0
2023-08-18,1681.00,1698.98,1638.48,1660.76
2023-08-19,1660.76,1696.14,1653.36,1668.69
2023-08-20,1668.70,1694.36,1660.22,1684.16
2023-08-21,1684.15,1687.78,1647.22,1666.79
2023-08-22,1666.80,1668.57,1575.00,1634.5
2023-08-23,1634.49,1703.85,1628.50,1678.8
2023-08-24,1678.79,1682.88,1631.66,1660.22
2023-08-25,1660.23,1676.73,1634.43,1653.24
2023-08-26,1653.25,1654.77,1643.01,1646.28
2023-08-27,1646.29,1659.57,1645.38,1657.59
2023-08-28,1657.59,1663.88,1618.00,1652.51
2023-08-29,1652.50,1747.15,1639.01,1728.51
2023-08-30,1728.52,1730.37,1688.00,1704.39
2023-08-31,1704.39,1730.00,1628.30,1645.27
2023-09-01,1645.26,1653.89,1601.22,1628.19
2023-09-02,1628.20,1644.99,1627.05,1636.24
2023-09-03,1636.24,1648.24,1623.93,1635.02
2023-09-04,1635.03,1644.50,1614.76,1630.09
2023-09-05,1630.08,1648.00,1608.45,1633.63
2023-09-06,1633.63,1680.00,1606.74,1632.33
