Timestamp,Open,High,Low,Close
2024-09-27,73818.6,77421.7,66800.0,68761.0
2024-09-28,68801.4,69425.7,68241.0,68879.6
2024-09-29,68874.7,69106.2,68298.5,68624.0
2024-09-30,68635.8,68643.0,65225.5,65698.9
2024-10-01,65699.5,66589.9,62307.7,63051.2
2024-10-02,63029.7,64494.2,62066.5,62824.0
2024-10-03,62816.6,63696.8,62009.4,62962.4
2024-10-04,62965.6,64842.3,62673.5,64341.2
2024-10-05,64350.7,64652.7,63942.6,64327.6
2024-10-06,64336.7,65472.6,64074.1,65232.2
2024-10-07,65239.0,66991.4,64495.2,64541.8
2024-10-08,64534.9,65638.7,64142.4,64472.7
2024-10-09,64473.0,64896.5,62555.6,62841.6
2024-10-10,62856.3,63568.2,60949.9,62426.1
2024-10-11,62426.2,65851.7,62308.8,64911.2
2024-10-12,64912.6,65861.1,64835.2,65548.4
2024-10-13,65540.1,65644.2,64370.4,65246.6
2024-10-14,65253.2,69282.5,64792.8,68768.7
2024-10-15,68780.1,70679.1,67172.3,69543.7
2024-10-16,69568.0,70984.1,69099.0,70048.5
2024-10-17,70047.2,70370.4,69050.5,69786.1
2024-10-18,69789.3,71620.0,69553.9,71011.4
2024-10-19,71019.9,71277.9,70525.0,70921.6
2024-10-20,70922.7,72155.2,70610.0,71764.1
2024-10-21,71764.3,72290.4,69282.1,69984.5
2024-10-22,69984.5,70470.9,69141.1,70031.0
2024-10-23,70060.0,70077.0,67566.7,69329.3
2024-10-24,69326.4,71584.5,69186.3,70984.8
2024-10-25,70969.1,71500.0,68234.8,69386.6
2024-10-26,69380.2,70126.5,69113.2,69778.1
2024-10-27,69786.1,71141.9,69619.4,70835.0
2024-10-28,70860.3,73301.3,70368.3,72914.4
2024-10-29,72916.3,77060.4,72706.3,76204.4
2024-10-30,76204.5,76410.6,74915.0,75797.4
2024-10-31,75755.6,76083.9,72900.0,73553.9
2024-11-01,73552.2,75012.7,71944.1,72666.3
2024-11-02,72644.1,73085.6,71671.2,72227.3
2024-11-03,72230.0,72240.1,70187.8,71558.0
2024-11-04,71570.5,72466.8,69541.6,70590.9
2024-11-05,70562.0,73402.0,70199.4,72178.7
2024-11-06,72161.2,79485.8,72092.9,78687.1
2024-11-07,78687.1,80386.9,77502.0,79354.4
2024-11-08,79379.7,80729.3,78956.9,79904.6
2024-11-09,79906.8,80423.1,79100.1,80172.1
2024-11-10,80216.0,85747.7,79992.3,84465.6
2024-11-11,84463.8,94283.4,84273.8,93279.9
2024-11-12,93287.9,94969.7,89860.5,92207.4
2024-11-13,92140.9,98132.2,90218.5,94997.8
2024-11-14,94998.6,96550.6,90879.1,91574.9
2024-11-15,91603.9,96424.2,91400.0,95573.4
2024-11-16,95582.6,96368.4,94725.2,95264.2
2024-11-17,95287.8,96211.9,93290.3,94527.3
2024-11-18,94552.7,97619.9,94040.5,95324.3
2024-11-19,95289.1,99067.0,95178.8,97279.9
2024-11-20,97280.0,99928.9,96339.0,99175.0
2024-11-21,99182.9,104208.1,98929.7,103479.3
2024-11-22,103479.3,104834.3,102314.2,104032.4
2024-11-23,104032.5,104114.9,102292.8,102927.9
2024-11-24,102917.3,103967.2,100800.4,103077.3
2024-11-25,103106.9,104198.2,97406.7,97600.0
2024-11-26,97600.1,99747.8,95230.3,96398.0
2024-11-27,96414.4,101980.1,96234.5,100635.6
2024-11-28,100616.0,101392.8,99300.0,100391.3
2024-11-29,100406.3,103741.5,100140.0,102232.8
2024-11-30,102243.6,102257.5,100988.7,101356.3
2024-12-01,101364.7,102854.2,100547.2,102270.8
2024-12-02,102237.1,103221.4,99095.4,100588.1
2024-12-03,100556.5,101202.1,98040.0,100730.0
2024-12-04,100710.7,104088.0,99411.1,103554.9
2024-12-05,103539.7,109689.2,96000.0,101745.3
2024-12-06,101747.8,107074.5,101093.0,104756.2
2024-12-07,104762.0,105563.5,103808.0,104729.2
2024-12-08,104734.5,106440.9,103534.0,106203.7
2024-12-09,106191.1,106276.9,98500.0,101712.1
2024-12-10,101715.3,102700.0,98331.6,100812.2
2024-12-11,100811.9,106200.0,99735.0,105419.5
2024-12-12,105450.0,107237.0,103672.7,104316.2
2024-12-13,104322.3,106274.4,103500.0,105817.5
2024-12-14,105815.9,107344.0,104865.0,105652.3
2024-12-15,105669.2,109979.3,105501.9,109180.9
2024-12-16,109202.0,112500.0,108000.0,110500.3
2024-12-17,110488.7,112761.3,109660.5,110420.5
2024-12-18,110401.3,110850.0,103822.3,104035.9
2024-12-19,104051.1,106752.2,99329.8,101322.2
2024-12-20,101314.6,101730.2,95450.1,101222.4
2024-12-21,101206.8,102950.0,99681.7,100575.4
2024-12-22,100584.6,100730.8,97371.2,98348.9
2024-12-23,98358.3,99768.8,95612.6,98184.1
2024-12-24,98198.1,102817.2,96726.7,101907.9
2024-12-25,101900.1,102800.0,100866.2,102647.7
2024-12-26,102663.2,103254.5,98238.2,98732.1
2024-12-27,98724.2,100548.1,96500.0,97314.4
2024-12-28,97303.3,98836.3,97140.6,98302.4
2024-12-29,98304.1,98340.0,96112.7,96832.4
2024-12-30,96833.4,98069.9,94455.7,95750.6
2024-12-31,95784.9,99365.7,95032.1,96660.2
2025-01-01,96656.5,98261.1,95937.9,97700.9
2025-01-02,97706.6,101241.5,97511.0,100330.6
2025-01-03,100373.3,102185.0,99375.1,101371.0
2025-01-04,101379.4,101800.0,100674.5,101239.6
2025-01-05,101238.3,101694.8,100159.4,101193.3
2025-01-06,101203.4,105400.0,100791.8,105088.5
2025-01-07,105088.4,105575.0,98710.6,99541.8
2025-01-08,99534.9,99878.9,94759.9,97487.8
2025-01-09,97393.2,97812.6,93616.8,94953.7
2025-01-10,94950.8,98204.6,94590.3,96968.8
2025-01-11,96936.5,97143.8,96047.6,96707.1
2025-01-12,96707.1,97540.0,95812.6,96590.9
2025-01-13,96658.4,98054.9,91000.0,96646.7
2025-01-14,96665.4,99532.6,96462.4,98701.1
2025-01-15,98722.7,103093.8,98647.3,102866.3
2025-01-16,102858.9,103262.7,99666.6,102444.4
2025-01-17,102444.5,108389.7,102390.5,106640.8
2025-01-18,106624.8,107466.3,104722.9,106967.8
2025-01-19,106956.0,109002.3,101906.9,103761.0
2025-01-20,103763.9,112524.5,101862.6,104642.0
2025-01-21,104535.5,109620.8,102434.5,108529.8
2025-01-22,108537.3,108876.8,105567.8,105891.3
2025-01-23,105882.0,109024.2,103215.6,106171.9
2025-01-24,106176.0,109249.6,104927.7,106938.7
2025-01-25,106951.5,107450.2,106155.5,106742.0
2025-01-26,106742.0,107550.9,104440.2,104624.2
2025-01-27,104624.1,105317.1,99500.0,103934.5
2025-01-28,103915.3,105638.9,102035.5,103079.7
2025-01-29,103082.7,106651.4,103082.6,105575.1
2025-01-30,105572.3,108292.1,105114.5,106372.0
2025-01-31,106428.4,107723.9,103223.9,104123.7
2025-02-01,104128.7,104456.2,101941.6,102337.0
2025-02-02,102336.1,103183.4,97655.1,99229.9
2025-02-03,99221.3,103912.2,92542.2,102703.8
2025-02-04,102703.3,103090.5,97291.6,98969.6
2025-02-05,98992.4,100289.5,97300.1,97743.7
2025-02-06,97753.1,100331.7,96764.3,97685.2
2025-02-07,97670.9,101287.6,96613.6,97532.3
2025-02-08,97525.2,97906.6,96639.2,97424.1
2025-02-09,97423.3,98294.7,95611.0,97435.6
2025-02-10,97425.1,99326.6,96169.5,98372.0
2025-02-11,98368.4,99469.1,95743.5,96676.6
2025-02-12,96694.9,99033.0,94862.3,98765.1
2025-02-13,98754.4,98998.2,96005.0,97446.9
2025-02-14,97458.8,99695.3,97072.8,98351.5
2025-02-15,98326.7,98811.2,98063.7,98415.5
2025-02-16,98405.4,98551.6,96870.5,96968.7
2025-02-17,96926.2,97729.0,95859.6,96449.9
2025-02-18,96443.0,97395.6,93960.5,96274.5
2025-02-19,96286.1,97526.7,95647.2,97202.3
2025-02-20,97202.5,99364.8,96968.7,98929.5
2025-02-21,98937.3,100165.8,95330.7,96723.9
2025-02-22,96732.8,97586.0,96293.7,97104.1
2025-02-23,97095.1,97185.7,95791.7,96818.1
2025-02-24,96824.4,97055.2,91787.1,92029.4
2025-02-25,91994.5,93034.2,86532.3,89200.1
2025-02-26,89212.8,89927.2,82654.9,84650.2
2025-02-27,84695.4,87540.0,83169.5,85209.5
2025-02-28,85210.4,85600.4,78696.0,84811.3
2025-03-01,84817.5,87103.1,84312.3,86521.3
2025-03-02,86503.6,95335.0,85473.5,94602.1
2025-03-03,94615.3,94724.4,85486.8,86578.4
2025-03-04,86632.2,89289.0,81818.9,87552.5
2025-03-05,87555.6,91384.5,86647.7,90908.3
2025-03-06,90950.6,93114.6,88125.0,90210.2
2025-03-07,90289.0,91607.9,84915.2,87091.7
2025-03-08,87091.0,87200.3,85501.2,86424.9
2025-03-09,86460.5,86760.8,80181.5,80906.5
2025-03-10,80954.6,84241.0,77669.0,78774.5
2025-03-11,78803.7,82461.2,76820.0,81307.8
