Timestamp,Open,High,Low,Close
2024-09-27 08:00:00,2701.15,2818.71,2696.70,2758.48
2024-09-27 09:00:00,2759.79,2774.59,2747.95,2757.45
2024-09-27 10:00:00,2756.43,2756.97,2734.91,2736.0
2024-09-27 11:00:00,2736.42,2751.11,2736.13,2748.56
2024-09-27 12:00:00,2748.04,2763.27,2742.35,2757.16
2024-09-27 13:00:00,2757.67,2768.14,2744.66,2765.79
2024-09-27 14:00:00,2766.82,2801.13,2761.08,2789.09
2024-09-27 15:00:00,2788.61,2813.71,2785.84,2798.53
2024-09-27 16:00:00,2798.16,2847.08,2795.50,2834.56
2024-09-27 17:00:00,2834.12,2837.38,2803.00,2820.86
2024-09-27 18:00:00,2819.59,2821.28,2801.29,2814.56
2024-09-27 19:00:00,2814.57,2823.40,2805.01,2813.71
2024-09-27 20:00:00,2815.74,2817.94,2802.90,2807.64
2024-09-27 21:00:00,2807.28,2809.99,2801.79,2807.88
2024-09-27 22:00:00,2806.05,2821.41,2803.97,2817.06
2024-09-27 23:00:00,2817.71,2821.23,2804.00,2804.0
2024-09-28 00:00:00,2804.05,2809.77,2799.77,2805.58
2024-09-28 01:00:00,2805.45,2808.44,2794.56,2805.65
2024-09-28 02:00:00,2806.89,2815.53,2796.31,2809.36
2024-09-28 03:00:00,2808.89,2811.41,2793.97,2798.72
2024-09-28 04:00:00,2799.76,2810.00,2796.62,2802.32
2024-09-28 05:00:00,2801.96,2804.68,2793.13,2793.97
2024-09-28 06:00:00,2794.54,2798.57,2785.73,2790.11
2024-09-28 07:00:00,2789.33,2794.75,2785.65,2790.0
2024-09-28 08:00:00,2789.26,2789.53,2776.34,2777.81
2024-09-28 09:00:00,2777.60,2784.07,2760.94,2782.95
2024-09-28 10:00:00,2783.17,2789.86,2779.50,2788.66
2024-09-28 11:00:00,2788.26,2790.56,2779.86,2788.61
2024-09-28 12:00:00,2788.71,2788.71,2767.33,2772.06
2024-09-28 13:00:00,2772.94,2776.74,2764.20,2771.96
2024-09-28 14:00:00,2772.87,2788.23,2772.87,2785.7
2024-09-28 15:00:00,2786.32,2786.32,2779.64,2782.47
2024-09-28 16:00:00,2782.58,2784.00,2774.37,2776.88
2024-09-28 17:00:00,2776.34,2795.79,2774.98,2786.07
2024-09-28 18:00:00,2786.17,2794.89,2784.27,2784.45
2024-09-28 19:00:00,2784.67,2790.05,2784.26,2787.04
2024-09-28 20:00:00,2787.20,2790.85,2783.14,2784.87
2024-09-28 21:00:00,2785.17,2787.01,2764.07,2780.52
2024-09-28 22:00:00,2780.78,2790.30,2774.70,2786.9
2024-09-28 23:00:00,2786.51,2793.28,2780.59,2787.64
2024-09-29 00:00:00,2787.96,2795.47,2776.05,2781.77
2024-09-29 01:00:00,2780.62,2788.98,2777.75,2788.98
2024-09-29 02:00:00,2788.90,2797.05,2784.04,2788.31
2024-09-29 03:00:00,2788.21,2789.44,2779.59,2787.71
2024-09-29 04:00:00,2787.69,2787.80,2779.19,2783.53
2024-09-29 05:00:00,2783.54,2787.02,2774.44,2778.15
2024-09-29 06:00:00,2777.85,2781.09,2761.03,2761.59
2024-09-29 07:00:00,2761.81,2766.73,2745.18,2751.31
2024-09-29 08:00:00,2751.52,2757.83,2743.42,2755.8
2024-09-29 09:00:00,2756.74,2762.22,2755.11,2756.48
2024-09-29 10:00:00,2756.12,2757.52,2746.93,2754.7
2024-09-29 11:00:00,2754.82,2763.58,2751.05,2760.27
2024-09-29 12:00:00,2760.83,2767.94,2753.93,2755.96
2024-09-29 13:00:00,2756.29,2770.00,2750.81,2767.04
2024-09-29 14:00:00,2767.05,2767.94,2758.44,2763.42
2024-09-29 15:00:00,2763.71,2780.03,2759.33,2776.18
2024-09-29 16:00:00,2776.16,2778.58,2760.18,2773.91
2024-09-29 17:00:00,2773.80,2783.82,2771.25,2772.95
2024-09-29 18:00:00,2774.00,2777.27,2771.92,2775.7
2024-09-29 19:00:00,2776.90,2779.82,2775.00,2779.22
2024-09-29 20:00:00,2779.09,2785.48,2767.11,2772.0
2024-09-29 21:00:00,2772.23,2781.98,2770.91,2777.32
2024-09-29 22:00:00,2778.26,2783.22,2766.70,2766.93
2024-09-29 23:00:00,2767.07,2773.43,2759.97,2768.34
2024-09-30 00:00:00,2768.56,2775.03,2735.21,2760.32
2024-09-30 01:00:00,2760.00,2768.83,2723.59,2723.59
2024-09-30 02:00:00,2723.87,2731.20,2710.52,2722.3
2024-09-30 03:00:00,2722.30,2739.08,2715.27,2739.08
2024-09-30 04:00:00,2738.80,2739.26,2730.36,2737.69
2024-09-30 05:00:00,2736.77,2747.26,2735.57,2745.71
2024-09-30 06:00:00,2746.13,2753.51,2737.21,2738.34
2024-09-30 07:00:00,2738.51,2753.08,2738.22,2746.95
2024-09-30 08:00:00,2747.04,2749.85,2733.78,2745.13
2024-09-30 09:00:00,2744.60,2746.71,2707.36,2707.54
2024-09-30 10:00:00,2707.58,2714.91,2686.85,2703.02
2024-09-30 11:00:00,2703.75,2729.37,2699.26,2725.48
2024-09-30 12:00:00,2726.19,2737.00,2724.14,2735.17
2024-09-30 13:00:00,2735.56,2741.48,2723.59,2726.65
2024-09-30 14:00:00,2725.30,2727.50,2703.05,2708.14
2024-09-30 15:00:00,2708.94,2720.57,2688.26,2688.26
2024-09-30 16:00:00,2690.77,2704.11,2684.05,2695.83
2024-09-30 17:00:00,2695.89,2701.29,2681.84,2701.29
2024-09-30 18:00:00,2701.82,2702.60,2664.27,2678.13
2024-09-30 19:00:00,2676.20,2690.20,2672.68,2681.28
2024-09-30 20:00:00,2683.49,2707.15,2682.37,2704.67
2024-09-30 21:00:00,2703.15,2706.17,2690.28,2701.4
2024-09-30 22:00:00,2700.67,2703.89,2690.90,2691.08
2024-09-30 23:00:00,2690.79,2699.19,2662.61,2692.52
2024-10-01 00:00:00,2692.07,2713.47,2681.28,2709.27
2024-10-01 01:00:00,2708.73,2719.86,2707.30,2712.97
2024-10-01 02:00:00,2711.60,2711.71,2696.77,2709.36
2024-10-01 03:00:00,2709.94,2723.90,2707.65,2720.47
2024-10-01 04:00:00,2721.04,2739.53,2718.49,2736.58
2024-10-01 05:00:00,2736.87,2737.72,2727.86,2731.18
2024-10-01 06:00:00,2732.31,2751.94,2731.88,2748.87
2024-10-01 07:00:00,2749.12,2749.71,2735.14,2736.62
2024-10-01 08:00:00,2736.63,2739.62,2726.59,2731.85
2024-10-01 09:00:00,2730.53,2736.45,2725.44,2725.44
2024-10-01 10:00:00,2725.80,2731.17,2722.32,2729.41
2024-10-01 11:00:00,2729.45,2731.08,2718.43,2718.91
2024-10-01 12:00:00,2718.91,2724.24,2708.66,2711.76
2024-10-01 13:00:00,2711.76,2711.80,2654.27,2669.63
2024-10-01 14:00:00,2669.41,2680.00,2624.79,2637.16
2024-10-01 15:00:00,2636.91,2640.49,2566.59,2611.95
2024-10-01 16:00:00,2611.95,2616.72,2563.55,2589.89
2024-10-01 17:00:00,2589.37,2592.42,2508.02,2584.95
2024-10-01 18:00:00,2584.71,2598.62,2570.86,2579.81
2024-10-01 19:00:00,2579.19,2585.00,2563.80,2565.11
2024-10-01 20:00:00,2567.12,2571.18,2482.43,2530.6
2024-10-01 21:00:00,2529.77,2554.76,2525.81,2551.66
2024-10-01 22:00:00,2551.79,2551.92,2526.73,2534.84
2024-10-01 23:00:00,2535.22,2538.66,2520.51,2530.1
2024-10-02 00:00:00,2528.35,2552.02,2524.10,2546.95
2024-10-02 01:00:00,2547.01,2566.94,2544.84,2564.91
2024-10-02 02:00:00,2565.35,2585.44,2559.43,2578.55
2024-10-02 03:00:00,2578.06,2582.26,2568.86,2574.86
